"SECONDS";"PID";"VALUE";"UNITS"
"1038,011102";"Geschwindigkeit";"115";"km/h"
"1038,0127151";"Berechneter momentaner Verbrauch";"6,33891070491989";"l/100km"
"1038,0131736";"zurückgelegte Strecke";"18,0350802886666";"km"
"1038,0137393";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1038,0157918";"Berechneter momentaner Verbrauch km/l.";"15,775581114021";"km/l."
"1038,017868";"Durchschnittsgeschwindigkeit";"63,8852056343205";"km/h"
"1038,0202066";"zurückgelegte Strecke (gesamt)";"18,0350802886666";"km"
"1038,0420937";"Durchschnittsverbrauch (gesamt)";"4,88633651746386";"l/100km"
"1038,2471285";"Absolutdruck Einlaßkanal";"80";"kPa"
"1038,2483414";"Berechneter Boost";"0";"bar"
"1038,4883011";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1038,7256747";"Berechnete Motorlast";"43,1372549019608";"%"
"1038,7275416";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1038,9662022";"Motordrehzahl";"3311";"rpm"
"1038,9685755";"Berechneter Kraftstoffmengenfluss";"7,30961639781594";"l/h"
"1038,9717892";"verbrauchte Spritmenge";"0,88368107913056";"l"
"1038,9722263";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"21,0328120500156";"hp"
"1038,9760023";"Durchschnittsverbrauch";"4,89979010343453";"l/100km"
"1038,9765665";"verbrauchte Spritmenge (gesamt)";"0,88368107913056";"l"
"1038,9769369";"Treibstoffkosten";"1,4138897266089";"€"
"1038,9989061";"Durchschnittsverbrauch km/l.";"20,409037507526";"km/l."
"1038,9995621";"Treibstoffkosten (gesamt)";"1,4138897266089";"€"
"1039,2044186";"Geschwindigkeit";"115";"km/h"
"1039,2059767";"Berechneter momentaner Verbrauch";"6,35618817201386";"l/100km"
"1039,20655";"zurückgelegte Strecke";"18,0732019229722";"km"
"1039,2076826";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1039,2104165";"Berechneter momentaner Verbrauch km/l.";"15,7326997398059";"km/l."
"1039,2132718";"Durchschnittsgeschwindigkeit";"63,9450292463853";"km/h"
"1039,2140169";"zurückgelegte Strecke (gesamt)";"18,0732019229722";"km"
"1039,2260341";"Durchschnittsverbrauch (gesamt)";"4,88945502239614";"l/100km"
"1039,4381492";"Absolutdruck Einlaßkanal";"80";"kPa"
"1039,4392399";"Berechneter Boost";"0";"bar"
"1039,6626027";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1039,894301";"Berechnete Motorlast";"43,1372549019608";"%"
"1039,8951902";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1040,1268343";"Einlaß-Lufttemperatur";"21";"℃"
"1040,3605096";"Motordrehzahl";"3331";"rpm"
"1040,3620294";"Berechneter Kraftstoffmengenfluss";"7,35376992483386";"l/h"
"1040,3662278";"verbrauchte Spritmenge";"0,886529514519983";"l"
"1040,3666862";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"21,159860144549";"hp"
"1040,3831062";"Durchschnittsverbrauch";"4,90521556887575";"l/100km"
"1040,3834265";"verbrauchte Spritmenge (gesamt)";"0,886529514519983";"l"
"1040,3835871";"Treibstoffkosten";"1,41844722323197";"€"
"1040,3968562";"Durchschnittsverbrauch km/l.";"20,3864638762287";"km/l."
"1040,3976546";"Treibstoffkosten (gesamt)";"1,41844722323197";"€"
"1040,6633042";"Geschwindigkeit";"116";"km/h"
"1040,6667244";"Berechneter momentaner Verbrauch";"6,33945683175332";"l/100km"
"1040,6669092";"zurückgelegte Strecke";"18,1202579448611";"km"
"1040,667098";"Fahrzeugbeschleunigung";"0,190330842968452";"m_sec2"
"1040,6682219";"Berechneter momentaner Verbrauch km/l.";"15,7742220909394";"km/l."
"1040,6686855";"Durchschnittsgeschwindigkeit";"64,0199418038434";"km/h"
"1040,6687867";"zurückgelegte Strecke (gesamt)";"18,1202579448611";"km"
"1040,6707126";"Durchschnittsverbrauch (gesamt)";"4,89247734341112";"l/100km"
"1041,6362575";"Absolutdruck Einlaßkanal";"74";"kPa"
"1041,6409813";"Berechneter Boost";"0";"bar"
"1041,8957835";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1042,1276049";"Berechnete Motorlast";"39,2156862745098";"%"
"1042,1298477";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1042,3564247";"Motordrehzahl";"3342";"rpm"
"1042,3584763";"Berechneter Kraftstoffmengenfluss";"6,82470028734168";"l/h"
"1042,3611258";"verbrauchte Spritmenge";"0,89031133725461";"l"
"1042,3617384";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"19,6375063518017";"hp"
"1042,3656871";"Durchschnittsverbrauch";"4,91334803270338";"l/100km"
"1042,3660725";"verbrauchte Spritmenge (gesamt)";"0,89031133725461";"l"
"1042,3664348";"Treibstoffkosten";"1,42449813960738";"€"
"1042,3845127";"Durchschnittsverbrauch km/l.";"20,3527206569527";"km/l."
"1042,3856993";"Treibstoffkosten (gesamt)";"1,42449813960738";"€"
"1042,5747043";"Geschwindigkeit";"116";"km/h"
"1042,5766403";"Berechneter momentaner Verbrauch";"5,88336231667386";"l/100km"
"1042,5771769";"zurückgelegte Strecke";"18,1818109024166";"km"
"1042,5776461";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1042,5821131";"Berechneter momentaner Verbrauch km/l.";"16,9970834052822";"km/l."
"1042,5839339";"Durchschnittsgeschwindigkeit";"64,1168991620659";"km/h"
"1042,5843036";"zurückgelegte Strecke (gesamt)";"18,1818109024166";"km"
"1042,5927787";"Durchschnittsverbrauch (gesamt)";"4,89671431538359";"l/100km"
"1042,8023687";"Absolutdruck Einlaßkanal";"74";"kPa"
"1042,8039464";"Berechneter Boost";"0";"bar"
"1043,0246788";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1043,251844";"Berechnete Motorlast";"39,6078431372549";"%"
"1043,252384";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1043,4809114";"Motordrehzahl";"3348";"rpm"
"1043,4814479";"Berechneter Kraftstoffmengenfluss";"6,83695289108915";"l/h"
"1043,4821279";"verbrauchte Spritmenge";"0,892440296205281";"l"
"1043,4822151";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"19,6727621980348";"hp"
"1043,4835121";"Durchschnittsverbrauch";"4,90842359430029";"l/100km"
"1043,4836462";"verbrauchte Spritmenge (gesamt)";"0,892440296205281";"l"
"1043,4837296";"Treibstoffkosten";"1,42790447392845";"€"
"1043,4979406";"Durchschnittsverbrauch km/l.";"20,3731397828258";"km/l."
"1043,4987522";"Treibstoffkosten (gesamt)";"1,42790447392845";"€"
"1043,7101156";"Geschwindigkeit";"116";"km/h"
"1043,7109195";"Berechneter momentaner Verbrauch";"5,89392490611134";"l/100km"
"1043,7110127";"zurückgelegte Strecke";"18,2183456598611";"km"
"1043,7111184";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1043,7123235";"Berechneter momentaner Verbrauch km/l.";"16,9666226823337";"km/l."
"1043,7126987";"Durchschnittsgeschwindigkeit";"64,174775287777";"km/h"
"1043,7127774";"zurückgelegte Strecke (gesamt)";"18,2183456598611";"km"
"1043,7145446";"Durchschnittsverbrauch (gesamt)";"4,89858032593771";"l/100km"
"1043,939701";"Absolutdruck Einlaßkanal";"74";"kPa"
"1043,9408316";"Berechneter Boost";"0";"bar"
"1044,1763142";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1044,4460677";"Berechnete Motorlast";"39,2156862745098";"%"
"1044,4514276";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1045,3384477";"Motordrehzahl";"3354";"rpm"
"1045,343583";"Berechneter Kraftstoffmengenfluss";"6,84920549483662";"l/h"
"1045,3450577";"verbrauchte Spritmenge";"0,895984619830402";"l"
"1045,3454502";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"19,7080180442678";"hp"
"1045,3481074";"Durchschnittsverbrauch";"4,91803502117346";"l/100km"
"1045,3482551";"verbrauchte Spritmenge (gesamt)";"0,895984619830402";"l"
"1045,348421";"Treibstoffkosten";"1,43357539172864";"€"
"1045,3649473";"Durchschnittsverbrauch km/l.";"20,3333240957971";"km/l."
"1045,3660873";"Treibstoffkosten (gesamt)";"1,43357539172864";"€"
"1045,5826364";"Geschwindigkeit";"117";"km/h"
"1045,5836642";"Berechneter momentaner Verbrauch";"5,85402179045865";"l/100km"
"1045,5840004";"zurückgelegte Strecke";"18,2792176691111";"km"
"1045,5843731";"Fahrzeugbeschleunigung";"0,148286628087231";"m_sec2"
"1045,5853775";"Berechneter momentaner Verbrauch km/l.";"17,0822732780031";"km/l."
"1045,5859995";"Durchschnittsgeschwindigkeit";"64,2713903261267";"km/h"
"1045,5861516";"zurückgelegte Strecke (gesamt)";"18,2792176691111";"km"
"1045,5948729";"Durchschnittsverbrauch (gesamt)";"4,90165736876404";"l/100km"
"1045,8103587";"Absolutdruck Einlaßkanal";"64";"kPa"
"1045,8111743";"Berechneter Boost";"0";"bar"
"1046,0444928";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1046,2768549";"Einlaß-Lufttemperatur";"21";"℃"
"1046,5017523";"Berechnete Motorlast";"30,5882352941176";"%"
"1046,5038028";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1046,7363779";"Motordrehzahl";"3344";"rpm"
"1046,7373377";"Berechneter Kraftstoffmengenfluss";"5,9059757739164";"l/h"
"1046,7383107";"verbrauchte Spritmenge";"0,898270318419666";"l"
"1046,7384821";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"16,9939531247966";"hp"
"1046,7411195";"Durchschnittsverbrauch";"4,91416172551847";"l/100km"
"1046,7412756";"verbrauchte Spritmenge (gesamt)";"0,898270318419666";"l"
"1046,7414241";"Treibstoffkosten";"1,43723250947147";"€"
"1046,7554425";"Durchschnittsverbrauch km/l.";"20,3493506289619";"km/l."
"1046,756068";"Treibstoffkosten (gesamt)";"1,43723250947147";"€"
"1046,9784408";"Geschwindigkeit";"116";"km/h"
"1046,9801672";"Berechneter momentaner Verbrauch";"5,09135842579";"l/100km"
"1046,9808419";"zurückgelegte Strecke";"18,3242268677778";"km"
"1046,981284";"Fahrzeugbeschleunigung";"-0,0849440336041315";"m_sec2"
"1046,9843967";"Berechneter momentaner Verbrauch km/l.";"19,6411235739082";"km/l."
"1046,9858851";"Durchschnittsgeschwindigkeit";"64,3416770771623";"km/h"
"1046,9862515";"zurückgelegte Strecke (gesamt)";"18,3242268677778";"km"
"1046,9918412";"Durchschnittsverbrauch (gesamt)";"4,90209123092244";"l/100km"
"1047,2133487";"Absolutdruck Einlaßkanal";"58";"kPa"
"1047,2144185";"Berechneter Boost";"0";"bar"
"1047,4395753";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1047,6661152";"Berechnete Motorlast";"27,4509803921569";"%"
"1047,6726699";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1047,895955";"Motordrehzahl";"3328";"rpm"
"1047,8968369";"Berechneter Kraftstoffmengenfluss";"5,32668149944135";"l/h"
"1047,8997182";"verbrauchte Spritmenge";"0,899988767572114";"l"
"1047,900216";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"15,3270821245175";"hp"
"1047,9146967";"Durchschnittsverbrauch";"4,91146924814983";"l/100km"
"1047,9149191";"verbrauchte Spritmenge (gesamt)";"0,899988767572114";"l"
"1047,9150117";"Treibstoffkosten";"1,43998202811538";"€"
"1047,9291235";"Durchschnittsverbrauch km/l.";"20,3605061841058";"km/l."
"1047,9301428";"Treibstoffkosten (gesamt)";"1,43998202811538";"€"
"1048,1372811";"Geschwindigkeit";"116";"km/h"
"1048,139354";"Berechneter momentaner Verbrauch";"4,59196680986323";"l/100km"
"1048,1395694";"zurückgelegte Strecke";"18,3615636878889";"km"
"1048,1397125";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1048,1404087";"Berechneter momentaner Verbrauch km/l.";"21,7771608856595";"km/l."
"1048,1408609";"Durchschnittsgeschwindigkeit";"64,4002277455481";"km/h"
"1048,1409648";"zurückgelegte Strecke (gesamt)";"18,3615636878889";"km"
"1048,1432853";"Durchschnittsverbrauch (gesamt)";"4,90148215517036";"l/100km"
"1048,3726284";"Absolutdruck Einlaßkanal";"66";"kPa"
"1048,3737064";"Berechneter Boost";"0";"bar"
"1048,6079458";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1049,5775874";"Berechnete Motorlast";"34,5098039215686";"%"
"1049,5787964";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1049,8062184";"Motordrehzahl";"3320";"rpm"
"1049,8071361";"Berechneter Kraftstoffmengenfluss";"6,04682552510355";"l/h"
"1049,8080822";"verbrauchte Spritmenge";"0,903194199189144";"l"
"1049,80822";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"17,3992365463584";"hp"
"1049,8104074";"Durchschnittsverbrauch";"4,91893944623509";"l/100km"
"1049,8105573";"verbrauchte Spritmenge (gesamt)";"0,903194199189144";"l"
"1049,810709";"Treibstoffkosten";"1,44511071870263";"€"
"1049,8287974";"Durchschnittsverbrauch km/l.";"20,3295854915512";"km/l."
"1049,82944";"Treibstoffkosten (gesamt)";"1,44511071870263";"€"
"1050,036363";"Geschwindigkeit";"116";"km/h"
"1050,0373998";"Berechneter momentaner Verbrauch";"5,21278062508927";"l/100km"
"1050,037648";"zurückgelegte Strecke";"18,4227239435555";"km"
"1050,0378609";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1050,0390516";"Berechneter momentaner Verbrauch km/l.";"19,1836194906605";"km/l."
"1050,0407631";"Durchschnittsgeschwindigkeit";"64,4953580879011";"km/h"
"1050,0411556";"zurückgelegte Strecke (gesamt)";"18,4227239435555";"km"
"1050,04846";"Durchschnittsverbrauch (gesamt)";"4,9026094184356";"l/100km"
"1050,2631075";"Absolutdruck Einlaßkanal";"67";"kPa"
"1050,2639815";"Berechneter Boost";"0";"bar"
"1050,5270543";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1050,742366";"Berechnete Motorlast";"32,5490196078431";"%"
"1050,7432313";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1050,9837001";"Motordrehzahl";"3319";"rpm"
"1050,9850889";"Berechneter Kraftstoffmengenfluss";"6,13659516472185";"l/h"
"1050,985809";"verbrauchte Spritmenge";"0,905201761580441";"l"
"1050,9859453";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"17,6575412035567";"hp"
"1050,987497";"Durchschnittsverbrauch";"4,91350662558829";"l/100km"
"1050,9876521";"verbrauchte Spritmenge (gesamt)";"0,905201761580441";"l"
"1050,9878036";"Treibstoffkosten";"1,44832281852871";"€"
"1051,0043432";"Durchschnittsverbrauch km/l.";"20,3520637337142";"km/l."
"1051,0053254";"Treibstoffkosten (gesamt)";"1,44832281852871";"€"
"1051,2141873";"Geschwindigkeit";"116";"km/h"
"1051,2150898";"Berechneter momentaner Verbrauch";"5,29016824544987";"l/100km"
"1051,2152692";"zurückgelegte Strecke";"18,4606694607778";"km"
"1051,2154558";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1051,2170805";"Berechneter momentaner Verbrauch km/l.";"18,9029904835278";"km/l."
"1051,2192798";"Durchschnittsgeschwindigkeit";"64,55421857501";"km/h"
"1051,2196789";"zurückgelegte Strecke (gesamt)";"18,4606694607778";"km"
"1051,2363849";"Durchschnittsverbrauch (gesamt)";"4,90340701621719";"l/100km"
"1051,4288569";"Einlaß-Lufttemperatur";"21";"℃"
"1051,6581611";"Absolutdruck Einlaßkanal";"66";"kPa"
"1051,6600091";"Berechneter Boost";"0";"bar"
"1051,9140783";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1052,1356553";"Berechnete Motorlast";"32,9411764705882";"%"
"1052,1363771";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1052,4786583";"Motordrehzahl";"3311";"rpm"
"1052,4797559";"Berechneter Kraftstoffmengenfluss";"6,03043352819815";"l/h"
"1052,4811822";"verbrauchte Spritmenge";"0,907706686744649";"l"
"1052,4813475";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"17,3520699412628";"hp"
"1052,4850444";"Durchschnittsverbrauch";"4,91697599956057";"l/100km"
"1052,4853607";"verbrauchte Spritmenge (gesamt)";"0,907706686744649";"l"
"1052,4856216";"Treibstoffkosten";"1,45233069879144";"€"
"1052,504122";"Durchschnittsverbrauch km/l.";"20,3377035008788";"km/l."
"1052,5055113";"Treibstoffkosten (gesamt)";"1,45233069879144";"€"
"1052,8787458";"Geschwindigkeit";"115";"km/h"
"1052,8796474";"Berechneter momentaner Verbrauch";"5,24385524191143";"l/100km"
"1052,881041";"zurückgelegte Strecke";"18,5138814557778";"km"
"1052,8812841";"Fahrzeugbeschleunigung";"-0,166750275254679";"m_sec2"
"1052,8828452";"Berechneter momentaner Verbrauch km/l.";"19,0699390785526";"km/l."
"1052,8835799";"Durchschnittsgeschwindigkeit";"64,6357986244652";"km/h"
"1052,8837327";"zurückgelegte Strecke (gesamt)";"18,5138814557778";"km"
"1052,8884197";"Durchschnittsverbrauch (gesamt)";"4,9028437873106";"l/100km"
"1053,621816";"Absolutdruck Einlaßkanal";"67";"kPa"
"1053,622777";"Berechneter Boost";"0";"bar"
"1053,8525965";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1054,0961457";"Berechnete Motorlast";"32,9411764705882";"%"
"1054,097113";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1054,33251";"Motordrehzahl";"3305";"rpm"
"1054,3337306";"Berechneter Kraftstoffmengenfluss";"6,1107101595076";"l/h"
"1054,3353729";"verbrauchte Spritmenge";"0,910854020063982";"l"
"1054,3356145";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"17,5830592581365";"hp"
"1054,33787";"Durchschnittsverbrauch";"4,91984364402271";"l/100km"
"1054,3381678";"verbrauchte Spritmenge (gesamt)";"0,910854020063982";"l"
"1054,3383536";"Treibstoffkosten";"1,45736643210237";"€"
"1054,3554852";"Durchschnittsverbrauch km/l.";"20,3258492008163";"km/l."
"1054,3563798";"Treibstoffkosten (gesamt)";"1,45736643210237";"€"
"1054,5712548";"Geschwindigkeit";"115";"km/h"
"1054,5767762";"Berechneter momentaner Verbrauch";"5,31366100826748";"l/100km"
"1054,5769972";"zurückgelegte Strecke";"18,5680579270278";"km"
"1054,5772097";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1054,5821958";"Berechneter momentaner Verbrauch km/l.";"18,8194165650407";"km/l."
"1054,582691";"Durchschnittsgeschwindigkeit";"64,7182995884671";"km/h"
"1054,582757";"zurückgelegte Strecke (gesamt)";"18,5680579270278";"km"
"1054,5868286";"Durchschnittsverbrauch (gesamt)";"4,90548889735064";"l/100km"
"1054,8008345";"Absolutdruck Einlaßkanal";"68";"kPa"
"1054,8017697";"Berechneter Boost";"0";"bar"
"1055,049649";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1055,2791311";"Berechnete Motorlast";"32,9411764705882";"%"
"1055,2799712";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1055,5103813";"Motordrehzahl";"3302";"rpm"
"1055,5119157";"Berechneter Kraftstoffmengenfluss";"6,1962852140592";"l/h"
"1055,5169977";"verbrauchte Spritmenge";"0,91288781109696";"l"
"1055,5177019";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"17,8292943463542";"hp"
"1055,5276527";"Durchschnittsverbrauch";"4,91644206779513";"l/100km"
"1055,5283977";"verbrauchte Spritmenge (gesamt)";"0,91288781109696";"l"
"1055,5287089";"Treibstoffkosten";"1,46062049775514";"€"
"1055,5500387";"Durchschnittsverbrauch km/l.";"20,339912200948";"km/l."
"1055,5506981";"Treibstoffkosten (gesamt)";"1,46062049775514";"€"
"1055,7393004";"Geschwindigkeit";"115";"km/h"
"1055,7399443";"Berechneter momentaner Verbrauch";"5,38807409918191";"l/100km"
"1055,7401828";"zurückgelegte Strecke";"18,6052151873055";"km"
"1055,740387";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1055,7421399";"Berechneter momentaner Verbrauch km/l.";"18,5595071929659";"km/l."
"1055,7427595";"Durchschnittsgeschwindigkeit";"64,7750575195238";"km/h"
"1055,7428862";"zurückgelegte Strecke (gesamt)";"18,6052151873055";"km"
"1055,7461003";"Durchschnittsverbrauch (gesamt)";"4,90662323389751";"l/100km"
"1055,971802";"Absolutdruck Einlaßkanal";"67";"kPa"
"1055,9723683";"Berechneter Boost";"0";"bar"
"1056,2457897";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1056,4466328";"Berechnete Motorlast";"32,5490196078431";"%"
"1056,4501802";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1056,6702637";"Motordrehzahl";"3293";"rpm"
"1056,6758419";"Berechneter Kraftstoffmengenfluss";"6,08852301218109";"l/h"
"1056,6781081";"verbrauchte Spritmenge";"0,914851550203859";"l"
"1056,6783137";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"17,5192175906334";"hp"
"1056,6800899";"Durchschnittsverbrauch";"4,91717801161509";"l/100km"
"1056,6802186";"verbrauchte Spritmenge (gesamt)";"0,914851550203859";"l"
"1056,6803463";"Treibstoffkosten";"1,46376248032617";"€"
"1056,7015418";"Durchschnittsverbrauch km/l.";"20,3368679685351";"km/l."
"1056,7024";"Treibstoffkosten (gesamt)";"1,46376248032617";"€"
"1057,2383225";"Einlaß-Lufttemperatur";"21";"℃"
"1057,8217218";"Geschwindigkeit";"115";"km/h"
"1057,8228752";"Berechneter momentaner Verbrauch";"5,29436783667921";"l/100km"
"1057,8231878";"zurückgelegte Strecke";"18,6717555513333";"km"
"1057,8233653";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1057,8242633";"Berechneter momentaner Verbrauch km/l.";"18,8879962792164";"km/l."
"1057,8248815";"Durchschnittsgeschwindigkeit";"64,8760867524523";"km/h"
"1057,8250627";"zurückgelegte Strecke (gesamt)";"18,6717555513333";"km"
"1057,8292794";"Durchschnittsverbrauch (gesamt)";"4,89965470942839";"l/100km"
"1058,063037";"Absolutdruck Einlaßkanal";"66";"kPa"
"1058,0638523";"Berechneter Boost";"0";"bar"
"1058,301728";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1058,5362175";"Berechnete Motorlast";"32,156862745098";"%"
"1058,5376943";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1058,7768669";"Motordrehzahl";"3289";"rpm"
"1058,7778221";"Berechneter Kraftstoffmengenfluss";"5,99036420242939";"l/h"
"1058,778685";"verbrauchte Spritmenge";"0,918346886282624";"l"
"1058,7788461";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"17,2367737954737";"hp"
"1058,7808308";"Durchschnittsverbrauch";"4,9183746207359";"l/100km"
"1058,7809855";"verbrauchte Spritmenge (gesamt)";"0,918346886282624";"l"
"1058,7811388";"Treibstoffkosten";"1,4693550180522";"€"
"1058,8014995";"Durchschnittsverbrauch km/l.";"20,3319201384944";"km/l."
"1058,8021663";"Treibstoffkosten (gesamt)";"1,4693550180522";"€"
"1059,0116077";"Geschwindigkeit";"115";"km/h"
"1059,0132706";"Berechneter momentaner Verbrauch";"5,2090123499386";"l/100km"
"1059,0138709";"zurückgelegte Strecke";"18,7097911305";"km"
"1059,0144312";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1059,016716";"Berechneter momentaner Verbrauch km/l.";"19,1974971994794";"km/l."
"1059,018439";"Durchschnittsgeschwindigkeit";"64,9334433546325";"km/h"
"1059,0188693";"zurückgelegte Strecke (gesamt)";"18,7097911305";"km"
"1059,0266967";"Durchschnittsverbrauch (gesamt)";"4,90837594004762";"l/100km"
"1059,2572822";"Absolutdruck Einlaßkanal";"63";"kPa"
"1059,2589687";"Berechneter Boost";"0";"bar"
"1059,4920265";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1059,7253152";"Berechnete Motorlast";"27,4509803921569";"%"
"1059,7286354";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1059,9656503";"Motordrehzahl";"3280";"rpm"
"1059,9685103";"Berechneter Kraftstoffmengenfluss";"5,70242801436381";"l/h"
"1059,9707676";"verbrauchte Spritmenge";"0,92023514964551";"l"
"1059,9710393";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"16,4082614089973";"hp"
"1059,9732304";"Durchschnittsverbrauch";"4,91846832082149";"l/100km"
"1059,9734901";"verbrauchte Spritmenge (gesamt)";"0,92023514964551";"l"
"1059,9736615";"Treibstoffkosten";"1,47237623943282";"€"
"1059,990877";"Durchschnittsverbrauch km/l.";"20,3315328019227";"km/l."
"1059,9918738";"Treibstoffkosten (gesamt)";"1,47237623943282";"€"
"1060,2003007";"Geschwindigkeit";"115";"km/h"
"1060,201058";"Berechneter momentaner Verbrauch";"4,95863305596853";"l/100km"
"1060,2012327";"zurückgelegte Strecke";"18,74772074675";"km"
"1060,2014129";"Fahrzeugbeschleunigung";"0";"m_sec2"
"1060,2026924";"Berechneter momentaner Verbrauch km/l.";"20,1668481759572";"km/l."
"1060,2036438";"Durchschnittsgeschwindigkeit";"64,9908200941345";"km/h"
"1060,2038252";"zurückgelegte Strecke (gesamt)";"18,74772074675";"km"
"1060,2069776";"Durchschnittsverbrauch (gesamt)";"4,90851747834487";"l/100km"
"1060,428674";"Absolutdruck Einlaßkanal";"47";"kPa"
"1060,4307145";"Berechneter Boost";"0";"bar"
"1060,6559708";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1060,879214";"Berechnete Motorlast";"27,843137254902";"%"
"1060,8795741";"Verbrauchsoptimierung (basierend auf Status des Kraftstoff-Systems und Gasstellung)";"1";""
"1061,8494727";"Motordrehzahl";"3264";"rpm"
"1061,8511888";"Berechneter Kraftstoffmengenfluss";"4,23344017047776";"l/h"
"1061,8522475";"verbrauchte Spritmenge";"0,922447684006172";"l"
"1061,8524244";"Sofortige Motorleistung (basierend auf dem Kraftstoffverbrauch)";"12,1813713038689";"hp"
"1061,8569217";"Durchschnittsverbrauch";"4,92031909620845";"l/100km"
"1061,8572791";"verbrauchte Spritmenge (gesamt)";"0,922447684006172";"l"
"1061,8575629";"Treibstoffkosten";"1,47591629440988";"€"
"1061,8772618";"Durchschnittsverbrauch km/l.";"20,3238851067727";"km/l."
"1061,8782959";"Treibstoffkosten (gesamt)";"1,47591629440988";"€"
"1062,1334968";"Geschwindigkeit";"113";"km/h"
"1062,1359434";"Berechneter momentaner Verbrauch";"3,74640723051129";"l/100km"
